lemma;tags;ordklasse;transfertype;falsepositive;noter
vederstand;FØL;S;K;;
vedervilje;FØL;S;K;;
vedervordighed;FØL;S;L;;
vegne;VER;S;L;1;
vejbred;FLO;S;L;;
vejdemets;HUS;S;L;;
vejdeværk;FAU;S;L;;
vejer;SAM;S;L;1;USIKKER
vejleje;MIL;S;K;;
veksel;"HAN;BES;VER";S;L;;
veksler;SAM;S;L;;
velbefald;FØL;S;L;;
velfart;"FØL;BES;GAS;KOG";S;L;;
velgefald;FØL;S;L;;
velkomme;HUS;S;K;;
vellyst;FØL;S;K;;
velstand;BES;S;L;;
vemod;FØL;S;K;;
vemodighed;FØL;S;L;;
venen;KRO;S;L;;
venneke;BEK;S;L;;
vermut;"FLO;GAS";S;L;;
vesselhorn;MIL;S;N;;USIKKER
vesten;VER;S;K;;
vestfaler;"VER;GAS";S;L;;
vibelle;SAM;S;L;;
vid;KOG;S;L;;USIKKER
vidde;"RUM;VER";S;L;;USIKKER
videnskab;KOG;S;L;;
vidtløftighed;"RUM;KVA";S;L;;
viebiskop;REL;S;L;;
viebisp;REL;S;L;;
viekost;REL;S;L;;
vielse;REL;S;L;1;USIKKER
vikke;FLO;S;L;;
vildbrad;"MIL;GAS";S;L;;
vilde;KVA;S;L;;
vildt;"FAU;MIL";S;L;;
vildtbane;SAM;S;L;;
vildtværk;"FAU;HÅN";S;L;;
vilkår;"FØL;JUR";S;L;;
vimmel;HÅN;S;L;;
vinde;HÅN;S;L;;USIKKER
vindearmbrøst;MIL;S;L;;
vindeldug;BEK;S;L;;
vindelsnor;BEK;S;L;;
vindelsten;HUS;S;L;;
vindetakkel;HÅN;S;L;;
vindfang;"HÅN;SØF;VER;HUS;BEK";S;K;;
vindrue;FLO;S;L;;
vindvåge;VER;S;L;;
vinforlader;HÅN;S;L;;
vinkel;RUM;S;L;;
vinlag;GAS;S;K;;
vinmand;HÅN;S;K;;
vinrude;FLO;S;L;;
vinsten;FLO;S;K;;USIKKER
vinterlag;"SØF;BES";S;K;;USIKKER
vippe;HÅN;S;L;;
virak;FLO;S;L;;
vire;HÅN;S;L;1;
virk;FLO;S;L;;USIKKER
vis;"HAN;FØL";S;L;;USIKKER
vise;FAU;S;L;;USIKKER
viser;SAM;S;L;1;USIKKER
vished;"KOG;JUR";S;L;;
visning;JUR;S;L;;
vissen;JUR;S;L;1;USIKKER
vitterlighed;"KOG;JUR";S;L;;
vitve;SLÆ;S;L;;
vivel;FAU;S;L;1;
vogndriver;BEV;S;K;;USIKKER
vognskud;HÅN;S;L;;
voks;"FLO;HÅN";S;L;1;
vol;KVA;S;L;;USIKKER
vold;"MIL;VER";S;L;;
volverlej;FLO;S;L;;
vove;VER;S;K;;USIKKER
vove;HAN;S;L;;
vovehals;SAM;S;L;;
vrag;HAN;S;K;;USIKKER
vrag;"HAN;FØL";S;L;;
vrager;SAM;S;K;;
vragfisk;FAU;S;K;;
vraggods;BES;S;K;;USIKKER
vragsten;HÅN;S;K;;USIKKER
vrede;FØL;S;L;1;
vrille;RUM;S;L;;
vrist;KRO;S;L;1;
vunde;KRO;S;L;;USIKKER
vundenkrud;KRO;S;L;;
vunder;REL;S;L;;
vurst;SØF;S;L;;
væbner;MIL;S;L;;
væd;"HAN;BES";S;L;1;
væddeløb;HAN;S;K;;USIKKER
væddemestere;JUR;S;L;;
væddeskat;BES;S;K;;USIKKER
væge;HÅN;S;L;;
vægge;GAS;S;K;;
vægt;"KVA;BES";S;L;;
vægter;"MIL;SAM";S;L;;
vælde;"SAM;HAN";S;K;;
vældener;JUR;S;L;;
vælling;GAS;S;L;;USIKKER
værde;"FØL;HAN";S;L;;
være;BES;S;L;;
værft;"VER;SØF";S;L;;USIKKER
værge;"MIL;BES";S;L;1;USIKKER
værgebo;KRO;S;K;;USIKKER
værk;HÅN;S;L;;
værk;FAU;S;K;;
værker;HÅN;S;L;;
værkfad;HÅN;S;K;;USIKKER
værkmester;HÅN;S;L;1;
værksted;HÅN;S;K;;
vært;"HUS;SAM";S;L;;
værtinde;"HUS;SAM";S;L;;
værtskab;"HUS;SAM";S;L;;
væsen;"KOG;VER;HAN";S;L;;
væsende;SAM;S;L;;
væske;HUS;S;L;;
våbenhus;"MIL;REL";S;K;;USIKKER
våbentøg;MIL;S;L;;
våg;"VER;SØF";S;K;;USIKKER
våge;"VER;SØF";S;L;;
våge;"KOG;REL";S;L;1;
våner;HUS;S;L;;
våning;HUS;S;L;;
våningshus;SAM;S;L;;
weichsel;FLO;S;L;;
yngermand;JUR;S;K;;
ædelhed;FØL;S;L;;
ædelmand;SAM;S;L;;
ædelsten;VER;S;L;;USIKKER
ædling;"SAM;FØL";S;L;;USIKKER
æggetøj;HÅN;S;L;;USIKKER
ægstål;HÅN;S;K;;USIKKER
ægte;SLÆ;S;L;;
ægtemand;SLÆ;S;L;;
ægteskab;"SLÆ;JUR;REL";S;L;;
ægteviv;SLÆ;S;L;;
ærbarhed;FØL;S;L;;
ære;"FØL;SAM";S;L;;
æreklæder;BEK;S;L;;
ærlighed;"FØL;HAN";S;L;;
æsel;FAU;S;L;;
æver;SØF;S;L;1;
øjeblik;"KRO;HAN;SAN;TID";S;L;;
øjeled;KRO;S;L;;
øjenskalk;REL;S;L;;
øjentjener;SAM;S;K;;USIKKER
øjentrøst;FLO;S;K;;
øjeæble;KRO;S;K;;
øjneflod;KRO;S;L;;
ønske;"FØL;HAN;KOG";S;K;;
ørefigen;HAN;S;L;;
ørs;"FAU;MIL";S;L;;
øse;HUS;S;L;1;
øse;HÅN;S;L;;
øsken;HÅN;S;L;;
åbenbaring;"HAN;REL";S;L;;USIKKER
årsag;HAN;S;L;;
ås;FAU;S;L;;
